,trial,episode,reward,total_reward,total_steps,steps
0,0,0,-14,-14,14,14
1,0,1,-12,-26,26,12
2,0,2,-11,-37,37,11
3,0,3,0,-37,37,0
4,0,4,-117,-154,154,117
5,0,5,-109,-263,263,109
6,0,6,-204,-467,467,204
7,0,7,-112,-579,579,112
8,0,8,-168,-747,747,168
9,0,9,-17,-764,764,17
10,0,10,-130,-894,894,130
11,0,11,-26,-920,920,26
12,0,12,-2,-922,922,2
13,0,13,-45,-967,967,45
14,0,14,-40,-1007,1007,40
15,0,15,-18,-1025,1025,18
16,0,16,-26,-1051,1051,26
17,0,17,-9,-1060,1060,9
18,0,18,-8,-1068,1068,8
19,0,19,-13,-1081,1081,13
20,0,20,-7,-1088,1088,7
21,0,21,-3,-1091,1091,3
22,0,22,-13,-1104,1104,13
23,0,23,-14,-1118,1118,14
24,0,24,-37,-1155,1155,37
25,0,25,-27,-1182,1182,27
26,0,26,-57,-1239,1239,57
27,0,27,-7,-1246,1246,7
28,0,28,-21,-1267,1267,21
29,0,29,-18,-1285,1285,18
30,0,30,-1,-1286,1286,1
31,0,31,-28,-1314,1314,28
32,0,32,-7,-1321,1321,7
33,0,33,-18,-1339,1339,18
34,0,34,-2,-1341,1341,2
35,0,35,-4,-1345,1345,4
36,0,36,-16,-1361,1361,16
37,0,37,-2,-1363,1363,2
38,0,38,-3,-1366,1366,3
39,0,39,-4,-1370,1370,4
40,0,40,-3,-1373,1373,3
41,0,41,-8,-1381,1381,8
42,0,42,-12,-1393,1393,12
43,0,43,-7,-1400,1400,7
44,0,44,-25,-1425,1425,25
45,0,45,-13,-1438,1438,13
46,0,46,-17,-1455,1455,17
47,0,47,-10,-1465,1465,10
48,0,48,-10,-1475,1475,10
49,0,49,-12,-1487,1487,12
50,0,50,-26,-1513,1513,26
51,0,51,-3,-1516,1516,3
52,0,52,-11,-1527,1527,11
53,0,53,-1,-1528,1528,1
54,0,54,-9,-1537,1537,9
55,0,55,-6,-1543,1543,6
56,0,56,-13,-1556,1556,13
57,0,57,-14,-1570,1570,14
58,0,58,-9,-1579,1579,9
59,0,59,-3,-1582,1582,3
60,0,60,-6,-1588,1588,6
61,0,61,-2,-1590,1590,2
62,0,62,0,-1590,1590,0
63,0,63,-6,-1596,1596,6
64,0,64,-2,-1598,1598,2
65,0,65,-5,-1603,1603,5
66,0,66,-3,-1606,1606,3
67,0,67,-17,-1623,1623,17
68,0,68,-9,-1632,1632,9
69,0,69,-10,-1642,1642,10
70,0,70,-13,-1655,1655,13
71,0,71,-16,-1671,1671,16
72,0,72,-10,-1681,1681,10
73,0,73,-14,-1695,1695,14
74,0,74,0,-1695,1695,0
75,0,75,-6,-1701,1701,6
76,0,76,-1,-1702,1702,1
77,0,77,-3,-1705,1705,3
78,0,78,-17,-1722,1722,17
79,0,79,-10,-1732,1732,10
80,0,80,-12,-1744,1744,12
81,0,81,-2,-1746,1746,2
82,0,82,-26,-1772,1772,26
83,0,83,-10,-1782,1782,10
84,0,84,-5,-1787,1787,5
85,0,85,-8,-1795,1795,8
86,0,86,-3,-1798,1798,3
87,0,87,0,-1798,1798,0
88,0,88,-1,-1799,1799,1
89,0,89,-18,-1817,1817,18
90,0,90,-3,-1820,1820,3
91,0,91,-2,-1822,1822,2
92,0,92,-15,-1837,1837,15
93,0,93,-9,-1846,1846,9
94,0,94,-6,-1852,1852,6
95,0,95,-4,-1856,1856,4
96,0,96,-7,-1863,1863,7
97,0,97,-9,-1872,1872,9
98,0,98,-4,-1876,1876,4
99,0,99,-6,-1882,1882,6
