,trial,episode,reward,total_reward,total_steps,steps
0,0,0,-102,-102,102,102
1,0,1,-23,-125,125,23
2,0,2,-90,-215,215,90
3,0,3,-79,-294,294,79
4,0,4,-59,-353,353,59
5,0,5,-43,-396,396,43
6,0,6,-29,-425,425,29
7,0,7,-178,-603,603,178
8,0,8,-8,-611,611,8
9,0,9,-168,-779,779,168
10,0,10,-15,-794,794,15
11,0,11,-30,-824,824,30
12,0,12,-97,-921,921,97
13,0,13,-57,-978,978,57
14,0,14,-28,-1006,1006,28
15,0,15,-16,-1022,1022,16
16,0,16,-39,-1061,1061,39
17,0,17,-99,-1160,1160,99
18,0,18,-146,-1306,1306,146
19,0,19,-2,-1308,1308,2
20,0,20,-31,-1339,1339,31
21,0,21,-47,-1386,1386,47
22,0,22,-2,-1388,1388,2
23,0,23,-25,-1413,1413,25
24,0,24,-13,-1426,1426,13
25,0,25,-6,-1432,1432,6
26,0,26,-15,-1447,1447,15
27,0,27,-69,-1516,1516,69
28,0,28,-15,-1531,1531,15
29,0,29,-45,-1576,1576,45
30,0,30,-47,-1623,1623,47
31,0,31,-214,-1837,1837,214
32,0,32,-39,-1876,1876,39
33,0,33,-25,-1901,1901,25
34,0,34,-70,-1971,1971,70
35,0,35,-61,-2032,2032,61
36,0,36,-31,-2063,2063,31
37,0,37,-97,-2160,2160,97
38,0,38,-95,-2255,2255,95
39,0,39,-26,-2281,2281,26
40,0,40,-13,-2294,2294,13
41,0,41,-27,-2321,2321,27
42,0,42,-23,-2344,2344,23
43,0,43,-54,-2398,2398,54
44,0,44,-69,-2467,2467,69
45,0,45,-13,-2480,2480,13
46,0,46,-12,-2492,2492,12
47,0,47,-40,-2532,2532,40
48,0,48,-156,-2688,2688,156
49,0,49,-45,-2733,2733,45
50,0,50,-41,-2774,2774,41
51,0,51,-26,-2800,2800,26
52,0,52,-109,-2909,2909,109
53,0,53,-108,-3017,3017,108
54,0,54,-19,-3036,3036,19
55,0,55,-64,-3100,3100,64
56,0,56,-4,-3104,3104,4
57,0,57,-9,-3113,3113,9
58,0,58,-182,-3295,3295,182
59,0,59,-98,-3393,3393,98
60,0,60,-12,-3405,3405,12
61,0,61,0,-3405,3405,0
62,0,62,-12,-3417,3417,12
63,0,63,-142,-3559,3559,142
64,0,64,-49,-3608,3608,49
65,0,65,-41,-3649,3649,41
66,0,66,-90,-3739,3739,90
67,0,67,-17,-3756,3756,17
68,0,68,-48,-3804,3804,48
69,0,69,-78,-3882,3882,78
70,0,70,-25,-3907,3907,25
71,0,71,-108,-4015,4015,108
72,0,72,-21,-4036,4036,21
73,0,73,-86,-4122,4122,86
74,0,74,-133,-4255,4255,133
75,0,75,-2,-4257,4257,2
76,0,76,-4,-4261,4261,4
77,0,77,-11,-4272,4272,11
78,0,78,-2,-4274,4274,2
79,0,79,-41,-4315,4315,41
80,0,80,-103,-4418,4418,103
81,0,81,-49,-4467,4467,49
82,0,82,-10,-4477,4477,10
83,0,83,-2,-4479,4479,2
84,0,84,-115,-4594,4594,115
85,0,85,0,-4594,4594,0
86,0,86,-146,-4740,4740,146
87,0,87,-35,-4775,4775,35
88,0,88,-86,-4861,4861,86
89,0,89,-56,-4917,4917,56
90,0,90,-137,-5054,5054,137
91,0,91,-250,-5304,5304,250
92,0,92,-13,-5317,5317,13
93,0,93,-25,-5342,5342,25
94,0,94,-173,-5515,5515,173
95,0,95,-106,-5621,5621,106
96,0,96,-7,-5628,5628,7
97,0,97,-36,-5664,5664,36
98,0,98,-71,-5735,5735,71
99,0,99,-1,-5736,5736,1
