,trial,episode,reward,total_reward,total_steps,steps
0,0,0,-10,-10,10,10
1,0,1,-1,-11,11,1
2,0,2,-102,-113,113,102
3,0,3,-128,-241,241,128
4,0,4,-24,-265,265,24
5,0,5,-91,-356,356,91
6,0,6,-28,-384,384,28
7,0,7,-104,-488,488,104
8,0,8,-100,-588,588,100
9,0,9,-100,-688,688,100
10,0,10,-49,-737,737,49
11,0,11,-1,-738,738,1
12,0,12,0,-738,738,0
13,0,13,-27,-765,765,27
14,0,14,-13,-778,778,13
15,0,15,-9,-787,787,9
16,0,16,-75,-862,862,75
17,0,17,-1,-863,863,1
18,0,18,-41,-904,904,41
19,0,19,-19,-923,923,19
20,0,20,-25,-948,948,25
21,0,21,-47,-995,995,47
22,0,22,-4,-999,999,4
23,0,23,-28,-1027,1027,28
24,0,24,-14,-1041,1041,14
25,0,25,-12,-1053,1053,12
26,0,26,-1,-1054,1054,1
27,0,27,-44,-1098,1098,44
28,0,28,-59,-1157,1157,59
29,0,29,-15,-1172,1172,15
30,0,30,-7,-1179,1179,7
31,0,31,-3,-1182,1182,3
32,0,32,-4,-1186,1186,4
33,0,33,-12,-1198,1198,12
34,0,34,-5,-1203,1203,5
35,0,35,-101,-1304,1304,101
36,0,36,-6,-1310,1310,6
37,0,37,-19,-1329,1329,19
38,0,38,-14,-1343,1343,14
39,0,39,-7,-1350,1350,7
40,0,40,-2,-1352,1352,2
41,0,41,-24,-1376,1376,24
42,0,42,-5,-1381,1381,5
43,0,43,-4,-1385,1385,4
44,0,44,-9,-1394,1394,9
45,0,45,-3,-1397,1397,3
46,0,46,-6,-1403,1403,6
47,0,47,-23,-1426,1426,23
48,0,48,-26,-1452,1452,26
49,0,49,0,-1452,1452,0
50,0,50,-17,-1469,1469,17
51,0,51,-13,-1482,1482,13
52,0,52,-9,-1491,1491,9
53,0,53,-3,-1494,1494,3
54,0,54,-6,-1500,1500,6
55,0,55,-2,-1502,1502,2
56,0,56,-16,-1518,1518,16
57,0,57,-13,-1531,1531,13
58,0,58,-11,-1542,1542,11
59,0,59,-8,-1550,1550,8
60,0,60,-2,-1552,1552,2
61,0,61,-17,-1569,1569,17
62,0,62,-13,-1582,1582,13
63,0,63,-10,-1592,1592,10
64,0,64,-8,-1600,1600,8
65,0,65,0,-1600,1600,0
66,0,66,-5,-1605,1605,5
67,0,67,-4,-1609,1609,4
68,0,68,-3,-1612,1612,3
69,0,69,-18,-1630,1630,18
70,0,70,-10,-1640,1640,10
71,0,71,-2,-1642,1642,2
72,0,72,-3,-1645,1645,3
73,0,73,-14,-1659,1659,14
74,0,74,0,-1659,1659,0
75,0,75,-8,-1667,1667,8
76,0,76,-7,-1674,1674,7
77,0,77,-3,-1677,1677,3
78,0,78,-2,-1679,1679,2
79,0,79,-8,-1687,1687,8
80,0,80,-2,-1689,1689,2
81,0,81,-3,-1692,1692,3
82,0,82,-6,-1698,1698,6
83,0,83,-5,-1703,1703,5
84,0,84,-1,-1704,1704,1
85,0,85,-18,-1722,1722,18
86,0,86,-3,-1725,1725,3
87,0,87,-2,-1727,1727,2
88,0,88,-10,-1737,1737,10
89,0,89,-17,-1754,1754,17
90,0,90,-5,-1759,1759,5
91,0,91,-8,-1767,1767,8
92,0,92,-25,-1792,1792,25
93,0,93,-1,-1793,1793,1
94,0,94,-12,-1805,1805,12
95,0,95,-5,-1810,1810,5
96,0,96,-6,-1816,1816,6
97,0,97,-6,-1822,1822,6
98,0,98,-3,-1825,1825,3
99,0,99,-3,-1828,1828,3
