,trial,episode,reward,total_reward,total_steps,steps
0,0,0,-195,-195,195,195
1,0,1,-95,-290,290,95
2,0,2,-24,-314,314,24
3,0,3,-350,-664,664,350
4,0,4,-73,-737,737,73
5,0,5,-21,-758,758,21
6,0,6,-22,-780,780,22
7,0,7,-113,-893,893,113
8,0,8,-10,-903,903,10
9,0,9,-103,-1006,1006,103
10,0,10,-23,-1029,1029,23
11,0,11,-9,-1038,1038,9
12,0,12,-46,-1084,1084,46
13,0,13,-78,-1162,1162,78
14,0,14,0,-1162,1162,0
15,0,15,-39,-1201,1201,39
16,0,16,-25,-1226,1226,25
17,0,17,-75,-1301,1301,75
18,0,18,-12,-1313,1313,12
19,0,19,-5,-1318,1318,5
20,0,20,-40,-1358,1358,40
21,0,21,-13,-1371,1371,13
22,0,22,-16,-1387,1387,16
23,0,23,-14,-1401,1401,14
24,0,24,-20,-1421,1421,20
25,0,25,-20,-1441,1441,20
26,0,26,0,-1441,1441,0
27,0,27,-66,-1507,1507,66
28,0,28,-42,-1549,1549,42
29,0,29,-12,-1561,1561,12
30,0,30,-18,-1579,1579,18
31,0,31,-14,-1593,1593,14
32,0,32,-37,-1630,1630,37
33,0,33,-7,-1637,1637,7
34,0,34,-46,-1683,1683,46
35,0,35,-9,-1692,1692,9
36,0,36,-2,-1694,1694,2
37,0,37,-22,-1716,1716,22
38,0,38,-45,-1761,1761,45
39,0,39,-20,-1781,1781,20
40,0,40,-5,-1786,1786,5
41,0,41,-39,-1825,1825,39
42,0,42,-4,-1829,1829,4
43,0,43,-18,-1847,1847,18
44,0,44,-1,-1848,1848,1
45,0,45,-1,-1849,1849,1
46,0,46,-5,-1854,1854,5
47,0,47,-26,-1880,1880,26
48,0,48,-23,-1903,1903,23
49,0,49,-60,-1963,1963,60
50,0,50,-15,-1978,1978,15
51,0,51,-4,-1982,1982,4
52,0,52,-27,-2009,2009,27
53,0,53,-50,-2059,2059,50
54,0,54,-24,-2083,2083,24
55,0,55,-7,-2090,2090,7
56,0,56,-18,-2108,2108,18
57,0,57,-8,-2116,2116,8
58,0,58,-17,-2133,2133,17
59,0,59,-3,-2136,2136,3
60,0,60,-6,-2142,2142,6
61,0,61,-20,-2162,2162,20
62,0,62,-10,-2172,2172,10
63,0,63,-2,-2174,2174,2
64,0,64,-6,-2180,2180,6
65,0,65,-4,-2184,2184,4
66,0,66,-7,-2191,2191,7
67,0,67,-17,-2208,2208,17
68,0,68,-3,-2211,2211,3
69,0,69,-20,-2231,2231,20
70,0,70,-10,-2241,2241,10
71,0,71,-3,-2244,2244,3
72,0,72,-8,-2252,2252,8
73,0,73,-17,-2269,2269,17
74,0,74,0,-2269,2269,0
75,0,75,-8,-2277,2277,8
76,0,76,-2,-2279,2279,2
77,0,77,-12,-2291,2291,12
78,0,78,-4,-2295,2295,4
79,0,79,-1,-2296,2296,1
80,0,80,-11,-2307,2307,11
81,0,81,-5,-2312,2312,5
82,0,82,-3,-2315,2315,3
83,0,83,-5,-2320,2320,5
84,0,84,-11,-2331,2331,11
85,0,85,0,-2331,2331,0
86,0,86,-3,-2334,2334,3
87,0,87,-6,-2340,2340,6
88,0,88,-1,-2341,2341,1
89,0,89,-18,-2359,2359,18
90,0,90,-1,-2360,2360,1
91,0,91,-9,-2369,2369,9
92,0,92,-14,-2383,2383,14
93,0,93,-18,-2401,2401,18
94,0,94,-8,-2409,2409,8
95,0,95,-8,-2417,2417,8
96,0,96,-4,-2421,2421,4
97,0,97,-3,-2424,2424,3
98,0,98,-15,-2439,2439,15
99,0,99,-7,-2446,2446,7
