,trial,episode,reward,total_reward,total_steps,steps
0,0,0,-80,-80,80,80
1,0,1,-163,-243,243,163
2,0,2,-83,-326,326,83
3,0,3,-29,-355,355,29
4,0,4,-28,-383,383,28
5,0,5,-29,-412,412,29
6,0,6,-11,-423,423,11
7,0,7,-13,-436,436,13
8,0,8,-118,-554,554,118
9,0,9,-34,-588,588,34
10,0,10,-48,-636,636,48
11,0,11,-53,-689,689,53
12,0,12,-149,-838,838,149
13,0,13,-62,-900,900,62
14,0,14,-15,-915,915,15
15,0,15,-3,-918,918,3
16,0,16,-35,-953,953,35
17,0,17,-60,-1013,1013,60
18,0,18,-19,-1032,1032,19
19,0,19,-1,-1033,1033,1
20,0,20,-11,-1044,1044,11
21,0,21,-52,-1096,1096,52
22,0,22,-49,-1145,1145,49
23,0,23,-174,-1319,1319,174
24,0,24,-76,-1395,1395,76
25,0,25,-27,-1422,1422,27
26,0,26,-13,-1435,1435,13
27,0,27,-17,-1452,1452,17
28,0,28,-20,-1472,1472,20
29,0,29,-44,-1516,1516,44
30,0,30,-96,-1612,1612,96
31,0,31,-67,-1679,1679,67
32,0,32,-13,-1692,1692,13
33,0,33,-51,-1743,1743,51
34,0,34,-17,-1760,1760,17
35,0,35,-91,-1851,1851,91
36,0,36,-103,-1954,1954,103
37,0,37,-277,-2231,2231,277
38,0,38,-34,-2265,2265,34
39,0,39,-2,-2267,2267,2
40,0,40,-38,-2305,2305,38
41,0,41,-48,-2353,2353,48
42,0,42,-77,-2430,2430,77
43,0,43,-1,-2431,2431,1
44,0,44,-6,-2437,2437,6
45,0,45,-151,-2588,2588,151
46,0,46,-30,-2618,2618,30
47,0,47,-68,-2686,2686,68
48,0,48,-7,-2693,2693,7
49,0,49,-58,-2751,2751,58
50,0,50,-15,-2766,2766,15
51,0,51,-17,-2783,2783,17
52,0,52,-197,-2980,2980,197
53,0,53,-2,-2982,2982,2
54,0,54,-6,-2988,2988,6
55,0,55,-33,-3021,3021,33
56,0,56,-50,-3071,3071,50
57,0,57,-58,-3129,3129,58
58,0,58,-70,-3199,3199,70
59,0,59,-74,-3273,3273,74
60,0,60,-107,-3380,3380,107
61,0,61,-46,-3426,3426,46
62,0,62,-4,-3430,3430,4
63,0,63,-6,-3436,3436,6
64,0,64,-25,-3461,3461,25
65,0,65,-24,-3485,3485,24
66,0,66,-44,-3529,3529,44
67,0,67,-42,-3571,3571,42
68,0,68,-40,-3611,3611,40
69,0,69,-13,-3624,3624,13
70,0,70,-25,-3649,3649,25
71,0,71,-26,-3675,3675,26
72,0,72,-7,-3682,3682,7
73,0,73,-169,-3851,3851,169
74,0,74,-75,-3926,3926,75
75,0,75,-18,-3944,3944,18
76,0,76,-11,-3955,3955,11
77,0,77,-21,-3976,3976,21
78,0,78,-10,-3986,3986,10
79,0,79,-20,-4006,4006,20
80,0,80,-15,-4021,4021,15
81,0,81,-4,-4025,4025,4
82,0,82,-39,-4064,4064,39
83,0,83,-4,-4068,4068,4
84,0,84,-6,-4074,4074,6
85,0,85,-26,-4100,4100,26
86,0,86,-186,-4286,4286,186
87,0,87,-6,-4292,4292,6
88,0,88,-41,-4333,4333,41
89,0,89,-18,-4351,4351,18
90,0,90,-12,-4363,4363,12
91,0,91,-8,-4371,4371,8
92,0,92,-189,-4560,4560,189
93,0,93,-35,-4595,4595,35
94,0,94,-3,-4598,4598,3
95,0,95,-13,-4611,4611,13
96,0,96,-34,-4645,4645,34
97,0,97,-39,-4684,4684,39
98,0,98,-60,-4744,4744,60
99,0,99,-13,-4757,4757,13
